Entity ID,Entity,Risk Score at Detection,Current Risk Score,Source,Description,Detectors,Malware,Mitre Codes,Event Source,Event ID,Detection Time
hash:1254c5cdd2baff1ed5fd16197835a1ba60f65d380a57f146a5678267e6e04c2b,1254c5cdd2baff1ed5fd16197835a1ba60f65d380a57f146a5678267e6e04c2b,75,75,Splunk - Collective Insights Demo,,Correlation,Simda,"T1112, T1614.001, T1547.004, T1547, T1547.001, T1562, T1573, T1057, T1003, T1497, TA0011, T1071, T1083, T1562.001, TA0002",symantec:ep:risk:file,,2024-12-31T12:15:28.182Z
hash:19d96dd970ce3fe61f36f0b6579c8223020b9c09481eda24dd22f9a5f87e090f,19d96dd970ce3fe61f36f0b6579c8223020b9c09481eda24dd22f9a5f87e090f,75,75,Splunk - Collective Insights Demo,,Correlation,"Dinwod, Blackmoon","T1071, T1027, T1027.002, TA0011, T1614.001, TA0002",symantec:ep:risk:file,,2024-12-31T12:15:28.182Z
hash:236fd13fcd3368474f80474dfc5d8225012a28f6043ad3aa0b94657ecfcd88d5,236fd13fcd3368474f80474dfc5d8225012a28f6043ad3aa0b94657ecfcd88d5,71,71,Splunk - Collective Insights Demo,,Correlation,,"T1614.001, T1071, T1082, T1012, T1057, T1003, T1497, TA0011, TA0002",symantec:ep:risk:file,,2024-12-31T12:15:28.182Z
hash:2423bc261adedbd7eb2f7ff29a070d0525405022992f41f9d26684b9ae4b4a88,2423bc261adedbd7eb2f7ff29a070d0525405022992f41f9d26684b9ae4b4a88,71,71,Splunk - Collective Insights Demo,,Correlation,Muldrop20,"T1614.001, TA0011, TA0002",symantec:ep:risk:file,,2024-12-31T12:15:28.182Z
hash:3029ae2ee6ba6620aa8b15e5402fb442cb93eaac7701ae6f98bb8a1d60c23473,3029ae2ee6ba6620aa8b15e5402fb442cb93eaac7701ae6f98bb8a1d60c23473,75,75,Splunk - Collective Insights Demo,,Correlation,Cosmu,"T1071, T1027, T1055, T1485, T1027.002, T1614.001, T1074, TA0011, TA0002",symantec:ep:risk:file,,2024-12-31T12:15:28.182Z
hash:35ce9f104de2b9f34ddb168540e207ded34623660f57e108367ce6009b3edcbe,35ce9f104de2b9f34ddb168540e207ded34623660f57e108367ce6009b3edcbe,75,75,Splunk - Collective Insights Demo,,Correlation,Floxif,"T1614.001, T1547, T1547.001, T1027, T1055, T1027.002, T1012, T1112, T1057, T1003, T1497, TA0011, T1071, T1082, TA0002",symantec:ep:risk:file,,2024-12-31T12:15:28.182Z
hash:3f8da448b65e65ac81ca0984c5c7e826e97d6aabe4b83901dedac7e4a43d8720,3f8da448b65e65ac81ca0984c5c7e826e97d6aabe4b83901dedac7e4a43d8720,71,71,Splunk - Collective Insights Demo,,Correlation,,"T1082, T1012, T1614.001, T1120, T1071, T1027, T1027.002, T1003, TA0011, TA0002",symantec:ep:risk:file,,2024-12-31T12:15:28.182Z
hash:4ead898ea9a76c9ba658e7f97038b723f016765a2704cd787b165405959e86c4,4ead898ea9a76c9ba658e7f97038b723f016765a2704cd787b165405959e86c4,71,71,Splunk - Collective Insights Demo,,Correlation,,"T1082, T1547.001, T1012, T1070.004, T1112, T1614.001, T1070, T1547, T1564.003, T1202, T1027, T1027.002, T1564, TA0011, TA0002",symantec:ep:risk:file,,2024-12-31T12:15:28.182Z
hash:4fe3521186b8df6dcac9ecb624c6f30914c3032fe9e25fde7ac7f1e2b7e15d42,4fe3521186b8df6dcac9ecb624c6f30914c3032fe9e25fde7ac7f1e2b7e15d42,75,75,Splunk - Collective Insights Demo,,Correlation,Floxif,"T1547, T1547.001, T1027, T1055, T1027.002, T1012, T1112, T1057, T1003, T1497, TA0011, T1071, T1082, T1546.010, T1614.001, TA0002",symantec:ep:risk:file,,2024-12-31T12:15:28.182Z
hash:61926538f556642c2916b1261ce10ffbe3b282709099e0a9d3927d372536894c,61926538f556642c2916b1261ce10ffbe3b282709099e0a9d3927d372536894c,71,71,Splunk - Collective Insights Demo,,Correlation,Muldrop20,"T1082, T1012, T1614.001, T1120, T1071, T1027, T1027.002, T1003, TA0011, TA0002",symantec:ep:risk:file,,2024-12-31T12:15:28.182Z
hash:632b10384e2dd59b815a915378162b0da4ff7ad961a02cec0c142c4f33c488dd,632b10384e2dd59b815a915378162b0da4ff7ad961a02cec0c142c4f33c488dd,71,71,Splunk - Collective Insights Demo,,Correlation,UPATRE,"T1082, T1012, T1046, T1614.001, TA0011, TA0002",symantec:ep:risk:file,,2024-12-31T12:15:28.182Z
hash:66d0233058b04fff49417eb0db243a76554e8dcf0f15123f1c5955ad1912f1dc,66d0233058b04fff49417eb0db243a76554e8dcf0f15123f1c5955ad1912f1dc,80,80,Splunk - Collective Insights Demo,,Correlation,Cosmu,"T1614.001, TA0011, TA0002",symantec:ep:risk:file,,2024-12-31T12:15:28.182Z
hash:8826408a602d382b4a1769e2656ce52e23178a63190b2d9c2c870b1e73d6136c,8826408a602d382b4a1769e2656ce52e23178a63190b2d9c2c870b1e73d6136c,71,71,Splunk - Collective Insights Demo,,Correlation,,"T1071, T1027, T1027.002, T1003, TA0011, T1614.001, TA0002",symantec:ep:risk:file,,2024-12-31T12:15:28.182Z
hash:8def33d0914ae686598aa080cdf207f5a23d12a6a8e341f5b449cf8bf3ba0f4a,8def33d0914ae686598aa080cdf207f5a23d12a6a8e341f5b449cf8bf3ba0f4a,71,71,Splunk - Collective Insights Demo,,Correlation,GenericKDZ,"T1614.001, TA0011, TA0002",symantec:ep:risk:file,,2024-12-31T12:15:28.182Z
hash:91cafaa6144471887cfb3e9de44f27a58904df168752224402f2e6211930a857,91cafaa6144471887cfb3e9de44f27a58904df168752224402f2e6211930a857,75,75,Splunk - Collective Insights Demo,,Correlation,Berbew,"TA0011, T1547, T1071, T1547.001, T1027, T1027.002, T1112, T1614.001, T1486, TA0002",symantec:ep:risk:file,,2024-12-31T12:15:28.182Z
hash:91e6e3b3764258c8c6b17ef056ea3f9104c056745cb8673ae02e17cdd0c1e046,91e6e3b3764258c8c6b17ef056ea3f9104c056745cb8673ae02e17cdd0c1e046,71,71,Splunk - Collective Insights Demo,,Correlation,,"T1071, T1614.001, T1003, T1486, TA0011, T1082, T1012, T1120, TA0002",symantec:ep:risk:file,,2024-12-31T12:15:28.182Z
hash:a1137919e94259ea5c9451343ee2e199dbc2c136d1930b927391433a32b2f8d3,a1137919e94259ea5c9451343ee2e199dbc2c136d1930b927391433a32b2f8d3,75,75,Splunk - Collective Insights Demo,,Correlation,"Berbew, njRAT","TA0011, T1547.001, T1112, T1614.001, T1547, T1027, T1027.002, T1486, T1070.006, T1070, T1071, TA0002",symantec:ep:risk:file,,2024-12-31T12:15:28.182Z
hash:a4fdea1c55558768c6d3b4531f58e6262e91b8cfeae82b86ba64506304f5bfc4,a4fdea1c55558768c6d3b4531f58e6262e91b8cfeae82b86ba64506304f5bfc4,75,75,Splunk - Collective Insights Demo,,Correlation,Cosmu,"T1614.001, T1071, T1027, T1485, T1027.002, T1486, T1074, TA0011, TA0002",symantec:ep:risk:file,,2024-12-31T12:15:28.182Z
hash:b25a6279eb44967d420a35043f13b3ba8e2c5f6b8a6b0cb7fcf046f1de12fbb0,b25a6279eb44967d420a35043f13b3ba8e2c5f6b8a6b0cb7fcf046f1de12fbb0,75,75,Splunk - Collective Insights Demo,,Correlation,Floxif,"T1546.010, T1614.001, T1071, T1082, T1027, T1055, T1027.002, T1012, T1057, T1003, T1497, TA0011, TA0002",symantec:ep:risk:file,,2024-12-31T12:15:28.182Z
hash:c6b4cc435b2928817d4a8170ffa2b51cd4672d828677303997dc50ff2435bc5e,c6b4cc435b2928817d4a8170ffa2b51cd4672d828677303997dc50ff2435bc5e,75,75,Splunk - Collective Insights Demo,,Correlation,"Purple Fox, Gh0st RAT","T1082, T1547.001, T1018, T1012, T1112, T1614.001, T1505.005, T1016.001, T1547, T1539, T1027, T1568, T1055, T1562, T1573, T1027.002, T1057, T1003, T1497, T1053, TA0011, T1070, T1071, T1083, T1562.001, T1547.006, TA0002",symantec:ep:risk:file,,2024-12-31T12:15:28.182Z
hash:c72281a34708c5cae9874e958b9cd51cdc5bce592f415f8b2d0ed4d787ce2b2a,c72281a34708c5cae9874e958b9cd51cdc5bce592f415f8b2d0ed4d787ce2b2a,75,75,Splunk - Collective Insights Demo,,Correlation,Berbew,"T1547, T1071, T1547.001, T1027, T1027.002, T1112, T1614.001, T1486, T1016.001, TA0011, TA0002",symantec:ep:risk:file,,2024-12-31T12:15:28.182Z
hash:d7e1cb7079f9400468ab3a237533a3dc5c44726c9643ff436da220a81780a7b3,d7e1cb7079f9400468ab3a237533a3dc5c44726c9643ff436da220a81780a7b3,75,75,Splunk - Collective Insights Demo,,Correlation,Floxif,"T1614.001, T1027, T1055, T1027.002, T1012, T1057, T1003, T1497, TA0011, T1071, T1082, TA0002",symantec:ep:risk:file,,2024-12-31T12:15:28.182Z
hash:e6792c479144b2efac728545cf53b8f4d854de8ba29a5710135763633b604387,e6792c479144b2efac728545cf53b8f4d854de8ba29a5710135763633b604387,71,71,Splunk - Collective Insights Demo,,Correlation,Krap,"T1614.001, T1547, T1547.001, T1202, T1027, T1027.002, T1012, T1112, T1057, T1003, T1497, T1053, TA0011, T1070.006, T1070, T1071, T1082, TA0002",symantec:ep:risk:file,,2024-12-31T12:15:28.182Z
hash:e6c04a4c1ad29b00af2acbc1aabda873580ae16662243c1753b2ac04de420c76,e6c04a4c1ad29b00af2acbc1aabda873580ae16662243c1753b2ac04de420c76,80,80,Splunk - Collective Insights Demo,,Correlation,Dridex,"TA0011, T1614.001, T1071, T1027, T1027.002, TA0002",symantec:ep:risk:file,,2024-12-31T12:15:28.182Z
hash:e706c7d85780a7e94b99640e0b5e94b2e1c8ac2f3942b23685cc35f4abffaa47,e706c7d85780a7e94b99640e0b5e94b2e1c8ac2f3942b23685cc35f4abffaa47,75,75,Splunk - Collective Insights Demo,,Correlation,LummaC2,"T1553.004, T1112, T1614.001, T1217, T1005, T1552.001, T1555.003, T1012, TA0011, TA0002",symantec:ep:risk:file,,2024-12-31T12:15:28.182Z
hash:f3b986fa61abb6e63b12047073a5f328e3da06e056cd3195265e9abbb6f95067,f3b986fa61abb6e63b12047073a5f328e3da06e056cd3195265e9abbb6f95067,75,75,Splunk - Collective Insights Demo,,Correlation,"Berbew, Padodor","T1547.001, T1112, T1614.001, TA0011, TA0002",symantec:ep:risk:file,,2024-12-31T12:15:28.182Z
hash:faec02b12b7292071f741263d69248f282418d9efba17282186ef68e53da12fc,faec02b12b7292071f741263d69248f282418d9efba17282186ef68e53da12fc,75,75,Splunk - Collective Insights Demo,,Correlation,"Berbew, Padodor","TA0011, T1547.001, T1112, T1614.001, TA0002",symantec:ep:risk:file,,2024-12-31T12:15:28.182Z
hash:fd0594d65ebfc34e026f6283d4d62fe40b4df81c9f7efbfe2c7c5962e9ca8372,fd0594d65ebfc34e026f6283d4d62fe40b4df81c9f7efbfe2c7c5962e9ca8372,71,71,Splunk - Collective Insights Demo,,Correlation,Muldrop20,"T1082, T1012, T1614.001, T1120, TA0011, TA0002",symantec:ep:risk:file,,2024-12-31T12:15:28.181Z
idn:96a8823139.net,96a8823139.net,92,92,Splunk - Collective Insights Demo,,Correlation,,,isc:bind:query,,2024-12-31T12:15:14.359Z
idn:aewrhprres.com,aewrhprres.com,97,97,Splunk - Collective Insights Demo,,Correlation,,"T1566, T1584.005, TA0001, TA0011, TA0002",isc:bind:query,,2024-12-31T12:15:14.359Z
idn:albdfhln.com,albdfhln.com,95,95,Splunk - Collective Insights Demo,,Correlation,,,isc:bind:query,,2024-12-31T12:15:14.359Z
idn:alcgkown.com,alcgkown.com,93,94,Splunk - Collective Insights Demo,,Correlation,,,isc:bind:query,,2024-12-31T12:15:14.359Z
idn:aldjpvqt.com,aldjpvqt.com,92,92,Splunk - Collective Insights Demo,,Correlation,,,isc:bind:query,,2024-12-31T12:15:14.359Z
idn:alovsmtx.net,alovsmtx.net,93,93,Splunk - Collective Insights Demo,,Correlation,,,isc:bind:query,,2024-12-31T12:15:14.359Z
idn:alupmroq.in,alupmroq.in,93,93,Splunk - Collective Insights Demo,,Correlation,,,isc:bind:query,,2024-12-31T12:15:14.359Z
idn:crero.it,crero.it,91,10,Splunk - Collective Insights Demo,,Correlation,,T1583.001,isc:bind:query,,2024-12-31T12:15:14.359Z
idn:ieaemoioawgssucw.xyz,ieaemoioawgssucw.xyz,92,92,Splunk - Collective Insights Demo,,Correlation,,"T1566, T1566.002",isc:bind:query,,2024-12-31T12:15:14.359Z
idn:ihouxyds.yi.org,ihouxyds.yi.org,92,92,Splunk - Collective Insights Demo,,Correlation,,,isc:bind:query,,2024-12-31T12:15:14.359Z
idn:ininelovetn.org,ininelovetn.org,93,15,Splunk - Collective Insights Demo,,Correlation,,"T1566, TA0011, TA0002, TA0001, T1566.002",isc:bind:query,,2024-12-31T12:15:14.359Z
idn:jpcqdmfvn.com,jpcqdmfvn.com,95,95,Splunk - Collective Insights Demo,,Correlation,,"T1584.005, T1566",isc:bind:query,,2024-12-31T12:15:14.359Z
idn:qwzsprieo.yi.org,qwzsprieo.yi.org,91,91,Splunk - Collective Insights Demo,,Correlation,,,isc:bind:query,,2024-12-31T12:15:14.359Z
idn:redotntexpleor.info,redotntexpleor.info,94,94,Splunk - Collective Insights Demo,,Correlation,,,isc:bind:query,,2024-12-31T12:15:14.359Z
idn:underecipuming.org,underecipuming.org,90,5,Splunk - Collective Insights Demo,,Correlation,,,isc:bind:query,,2024-12-31T12:15:14.359Z
idn:uyhgqunqkxnx.pw,uyhgqunqkxnx.pw,93,93,Splunk - Collective Insights Demo,,Correlation,,T1584.005,isc:bind:query,,2024-12-31T12:15:14.359Z
idn:wpvxkakoyr.net,wpvxkakoyr.net,94,94,Splunk - Collective Insights Demo,,Correlation,,,isc:bind:query,,2024-12-31T12:15:14.359Z
idn:alkpmrnq.net,alkpmrnq.net,90,91,Splunk - Collective Insights Demo,,Correlation,,,isc:bind:query,,2024-12-31T12:15:14.359Z
idn:alovrytw.net,alovrytw.net,93,93,Splunk - Collective Insights Demo,,Correlation,,,isc:bind:query,,2024-12-31T12:15:14.359Z
idn:ehcaogkhj.net,ehcaogkhj.net,94,94,Splunk - Collective Insights Demo,,Correlation,,,isc:bind:query,,2024-12-31T12:15:14.359Z
idn:emasgmmkwoceewuo.org,emasgmmkwoceewuo.org,94,94,Splunk - Collective Insights Demo,,Correlation,,,isc:bind:query,,2024-12-31T12:15:14.359Z
idn:hgnftgngjegoghjegv.com,hgnftgngjegoghjegv.com,94,94,Splunk - Collective Insights Demo,,Correlation,,T1566,isc:bind:query,,2024-12-31T12:15:14.359Z
idn:interexosive.org,interexosive.org,92,10,Splunk - Collective Insights Demo,,Correlation,,"T1566, TA0011, TA0002, TA0001",isc:bind:query,,2024-12-31T12:15:14.359Z
idn:muodaclf.yi.org,muodaclf.yi.org,91,91,Splunk - Collective Insights Demo,,Correlation,,,isc:bind:query,,2024-12-31T12:15:14.359Z
idn:mxbvakjjouxir0zkzmd.net,mxbvakjjouxir0zkzmd.net,91,5,Splunk - Collective Insights Demo,,Correlation,,"TA0011, TA0002, TA0001",isc:bind:query,,2024-12-31T12:15:14.359Z
idn:ngbmfsbuql.yi.org,ngbmfsbuql.yi.org,91,91,Splunk - Collective Insights Demo,,Correlation,,,isc:bind:query,,2024-12-31T12:15:14.359Z
idn:ntjwb2pcstlmsedgzgz.net,ntjwb2pcstlmsedgzgz.net,91,5,Splunk - Collective Insights Demo,,Correlation,,"TA0011, TA0002, TA0001",isc:bind:query,,2024-12-31T12:15:14.359Z
idn:pcajqcaof.yi.org,pcajqcaof.yi.org,91,91,Splunk - Collective Insights Demo,,Correlation,,,isc:bind:query,,2024-12-31T12:15:14.359Z
idn:postasaboming.org,postasaboming.org,93,15,Splunk - Collective Insights Demo,,Correlation,,"T1566, TA0011, TA0002, TA0001, T1566.002",isc:bind:query,,2024-12-31T12:15:14.359Z
idn:qtytoolmqfhlxtyi.com,qtytoolmqfhlxtyi.com,90,90,Splunk - Collective Insights Demo,,Correlation,,,isc:bind:query,,2024-12-31T12:15:14.359Z
idn:rsrsemnren.org,rsrsemnren.org,96,96,Splunk - Collective Insights Demo,,Correlation,,"T1566, T1584.005, TA0011, TA0002, TA0001",isc:bind:query,,2024-12-31T12:15:14.359Z
idn:sdqrofgnoxo.com,sdqrofgnoxo.com,94,94,Splunk - Collective Insights Demo,,Correlation,,,isc:bind:query,,2024-12-31T12:15:14.359Z
idn:uxfmuptkvsqvj.com,uxfmuptkvsqvj.com,92,92,Splunk - Collective Insights Demo,,Correlation,,"T1566, T1584.005",isc:bind:query,,2024-12-31T12:15:14.359Z
ip:31.184.196.130,31.184.196.130,29,37,Splunk Demo Environment,Indicators Linked to Malware C&C Servers,Correlation,Sliver,TA0011,netscreen:firewall,,2024-12-31T12:12:49.000Z
ip:8.138.155.217,8.138.155.217,95,97,Splunk Demo Environment,Indicators Linked to Malware C&C Servers,Correlation,Supershell,"TA0011, T1071",netscreen:firewall,,2024-12-31T12:10:31.000Z
ip:178.20.208.135,178.20.208.135,66,92,Splunk Demo Environment,Indicators Linked to Malware C&C Servers,Correlation,RegGuard,TA0011,netscreen:firewall,,2024-12-31T12:10:31.000Z
ip:1.13.195.134,1.13.195.134,96,73,Splunk Demo Environment,Indicators Linked to Malware C&C Servers,Correlation,Supershell,"TA0011, T1071",netscreen:firewall,,2024-12-31T12:08:52.000Z
ip:217.76.52.43,217.76.52.43,25,30,Sentinel Integration,enrichment,Correlation,DarkGate,TA0011,,e137e2f8-6bbd-443d-bec5-63ee28604da9,2024-12-31T12:07:15.301Z
ip:103.229.65.6,103.229.65.6,66,31,Sentinel Integration,enrichment,Correlation,Chalubo,TA0011,,e137e2f8-6bbd-443d-bec5-63ee28604da9,2024-12-31T12:07:11.798Z
ip:101.133.172.90,101.133.172.90,72,98,Sentinel Integration,enrichment,Correlation,Supershell,TA0011,,e137e2f8-6bbd-443d-bec5-63ee28604da9,2024-12-31T12:07:09.483Z
ip:154.201.80.149,154.201.80.149,66,92,Sentinel Integration,enrichment,Correlation,RegGuard,TA0011,,e137e2f8-6bbd-443d-bec5-63ee28604da9,2024-12-31T12:07:06.934Z
ip:114.64.255.176,114.64.255.176,67,93,Sentinel Integration,enrichment,Correlation,,TA0011,,e137e2f8-6bbd-443d-bec5-63ee28604da9,2024-12-31T12:07:03.373Z
ip:193.149.189.27,193.149.189.27,96,40,Sentinel Integration,enrichment,Correlation,Havoc Framework,"TA0011, T1071",,e137e2f8-6bbd-443d-bec5-63ee28604da9,2024-12-31T12:06:58.552Z
ip:113.45.153.3,113.45.153.3,25,31,Splunk Demo Environment,Indicators Linked to Malware C&C Servers,Correlation,"Dark Crystal RAT, DcRat (qwqdanchun version)",TA0011,netscreen:firewall,,2024-12-31T12:05:45.000Z
ip:91.204.226.104,91.204.226.104,30,95,Splunk Demo Environment,Indicators Linked to Malware C&C Servers,Correlation,MoqHao,TA0011,netscreen:firewall,,2024-12-31T12:04:37.000Z
ip:141.148.237.143,141.148.237.143,30,92,Splunk Demo Environment,Indicators Linked to Malware C&C Servers,Correlation,Sliver,TA0011,netscreen:firewall,,2024-12-31T12:02:29.000Z
ip:103.152.254.139,103.152.254.139,71,98,Splunk Demo Environment,Indicators Linked to Malware C&C Servers,Correlation,Havoc Framework,TA0011,netscreen:firewall,,2024-12-31T12:01:44.000Z
ip:8.222.237.124,8.222.237.124,66,31,Splunk Demo Environment,Indicators Linked to Malware C&C Servers,Correlation,Joker,"TA0011, T1071",netscreen:firewall,,2024-12-31T12:01:19.000Z
ip:139.196.237.171,139.196.237.171,47,99,Splunk Demo Environment,Indicators Linked to Malware C&C Servers,Correlation,Cobalt Strike Beacon,"TA0011, TA0001, T1566.002",netscreen:firewall,,2024-12-31T11:59:30.000Z
ip:92.255.57.32,92.255.57.32,93,99,Splunk Demo Environment,Indicators Linked to Malware C&C Servers,Correlation,SectopRAT,"TA0011, T1071, T1584",netscreen:firewall,,2024-12-31T11:56:13.000Z
ip:128.199.42.234,128.199.42.234,91,31,Splunk Demo Environment,Indicators Linked to Malware C&C Servers,Correlation,Poseidon macOS Stealer,"TA0011, T1071",netscreen:firewall,,2024-12-31T11:55:25.000Z
ip:101.35.235.124,101.35.235.124,26,99,Splunk Demo Environment,Indicators Linked to Malware C&C Servers,Correlation,Cobalt Strike Beacon,"TA0011, TA0001, T1566.002",netscreen:firewall,,2024-12-31T11:55:20.000Z
ip:91.204.226.104,91.204.226.104,30,95,Splunk Demo Environment,Indicators Linked to Malware C&C Servers,Correlation,MoqHao,TA0011,netscreen:firewall,,2024-12-31T11:53:54.000Z
idn:avulp3w.duckdns.org,avulp3w.duckdns.org,70,34,Splunk - Collective Insights Demo,,Correlation,,"T1566.002, T1566, TA0001, TA0011, TA0002",isc:bind:query,,2024-12-31T11:51:35.561Z
idn:chasebank.serveftp.com,chasebank.serveftp.com,69,33,Splunk - Collective Insights Demo,,Correlation,,"T1566, T1566.002",isc:bind:query,,2024-12-31T11:51:35.561Z
idn:dfghgsdzeahj.blogspot.com,dfghgsdzeahj.blogspot.com,69,24,Splunk - Collective Insights Demo,,Correlation,,"T1566, T1566.002, TA0011",isc:bind:query,,2024-12-31T11:51:35.561Z
idn:gdvusrqopq.duckdns.org,gdvusrqopq.duckdns.org,73,33,Splunk - Collective Insights Demo,,Correlation,,"T1566, T1566.002, TA0011, TA0002, TA0001",isc:bind:query,,2024-12-31T11:51:35.561Z
idn:hgjhg7658kj.blogspot.mx,hgjhg7658kj.blogspot.mx,69,29,Splunk - Collective Insights Demo,,Correlation,,"T1566, T1566.002, TA0011",isc:bind:query,,2024-12-31T11:51:35.561Z
idn:ikssnjwgij.duckdns.org,ikssnjwgij.duckdns.org,73,73,Splunk - Collective Insights Demo,,Correlation,,"T1566, T1566.002, TA0011",isc:bind:query,,2024-12-31T11:51:35.561Z
idn:inf05office.4pu.com,inf05office.4pu.com,71,27,Splunk - Collective Insights Demo,,Correlation,,"T1566, T1566.002",isc:bind:query,,2024-12-31T11:51:35.561Z
idn:k4mbz7.serveusers.com,k4mbz7.serveusers.com,71,31,Splunk - Collective Insights Demo,,Correlation,,"T1566, T1566.002",isc:bind:query,,2024-12-31T11:51:35.561Z
idn:mori.servebeer.com,mori.servebeer.com,70,34,Splunk - Collective Insights Demo,,Correlation,,"T1566, T1566.002",isc:bind:query,,2024-12-31T11:51:35.561Z
idn:not.3utilities.com,not.3utilities.com,69,69,Splunk - Collective Insights Demo,,Correlation,,T1566.002,isc:bind:query,,2024-12-31T11:51:35.561Z
idn:openchrome.redirectme.net,openchrome.redirectme.net,70,34,Splunk - Collective Insights Demo,,Correlation,,T1566.002,isc:bind:query,,2024-12-31T11:51:35.561Z
idn:sjytgtnkdl.com,sjytgtnkdl.com,93,93,Splunk - Collective Insights Demo,,Correlation,,"TA0001, TA0011",isc:bind:query,,2024-12-31T11:51:35.561Z
idn:tranny-trick.blogspot.ru,tranny-trick.blogspot.ru,72,32,Splunk - Collective Insights Demo,,Correlation,,"T1566, T1566.002, TA0011",isc:bind:query,,2024-12-31T11:51:35.561Z
idn:vkqaodzmhn.duckdns.org,vkqaodzmhn.duckdns.org,73,69,Splunk - Collective Insights Demo,,Correlation,,"T1566, TA0011, TA0002, TA0001, T1566.002",isc:bind:query,,2024-12-31T11:51:35.561Z
idn:vrnbxtpoka.duckdns.org,vrnbxtpoka.duckdns.org,74,34,Splunk - Collective Insights Demo,,Correlation,,"T1566, TA0001, TA0011, TA0002, T1566.002",isc:bind:query,,2024-12-31T11:51:35.561Z
idn:wwgqmccemisoscom.org,wwgqmccemisoscom.org,93,93,Splunk - Collective Insights Demo,,Correlation,,"TA0001, TA0011",isc:bind:query,,2024-12-31T11:51:35.561Z
idn:adivoxtubemik.dnset.com,adivoxtubemik.dnset.com,68,68,Splunk - Collective Insights Demo,,Correlation,,"T1566, T1566.002",squid:access,,2024-12-31T11:51:35.561Z
idn:claimrewardeventsignition.ocry.com,claimrewardeventsignition.ocry.com,73,37,Splunk - Collective Insights Demo,,Correlation,,"T1566, T1566.002",squid:access,,2024-12-31T11:51:35.561Z
idn:easytk42.hopto.me,easytk42.hopto.me,67,67,Splunk - Collective Insights Demo,,Correlation,,T1566.002,squid:access,,2024-12-31T11:51:35.561Z
idn:nvictedovnbfirst.vizvaz.com,nvictedovnbfirst.vizvaz.com,68,68,Splunk - Collective Insights Demo,,Correlation,,"T1566, T1566.002",squid:access,,2024-12-31T11:51:35.561Z
idn:23145354612351.duckdns.org,23145354612351.duckdns.org,69,37,Splunk - Collective Insights Demo,,Correlation,,"T1566, TA0001, TA0011, TA0002, T1566.002",isc:bind:query,,2024-12-31T11:51:35.561Z
idn:a19bc6p5.duckdns.org,a19bc6p5.duckdns.org,74,30,Splunk - Collective Insights Demo,,Correlation,,"T1566.002, T1566, TA0011, TA0002, TA0001",isc:bind:query,,2024-12-31T11:51:35.561Z
idn:ea6vf09fe.duckdns.org,ea6vf09fe.duckdns.org,69,29,Splunk - Collective Insights Demo,,Correlation,,"T1566.002, T1566, TA0001, TA0011, TA0002",isc:bind:query,,2024-12-31T11:51:35.561Z
idn:hairandnails.zapto.org,hairandnails.zapto.org,69,69,Splunk - Collective Insights Demo,,Correlation,Latentbot,"TA0011, T1566.002",isc:bind:query,,2024-12-31T11:51:35.561Z
idn:mxdmtdxwmv.duckdns.org,mxdmtdxwmv.duckdns.org,33,29,Splunk - Collective Insights Demo,,Correlation,,"T1566, TA0001, TA0011, TA0002",isc:bind:query,,2024-12-31T11:51:35.561Z
idn:oreredoltntexp.info,oreredoltntexp.info,94,94,Splunk - Collective Insights Demo,,Correlation,,"TA0001, TA0011",isc:bind:query,,2024-12-31T11:51:35.561Z
idn:poocoin-streaming.blogspot.nl,poocoin-streaming.blogspot.nl,72,68,Splunk - Collective Insights Demo,,Correlation,,"T1566, T1566.002, TA0011",isc:bind:query,,2024-12-31T11:51:35.561Z
idn:tycoongroup.ws,tycoongroup.ws,69,24,Splunk - Collective Insights Demo,,Correlation,,"T1566, TA0001, TA0011",isc:bind:query,,2024-12-31T11:51:35.561Z
idn:uoaccgeaygsaagga.org,uoaccgeaygsaagga.org,94,94,Splunk - Collective Insights Demo,,Correlation,,"TA0001, TA0011",isc:bind:query,,2024-12-31T11:51:35.561Z
idn:wkrbgimgly.duckdns.org,wkrbgimgly.duckdns.org,70,30,Splunk - Collective Insights Demo,,Correlation,,"T1566, TA0011, TA0002, TA0001, T1566.002",isc:bind:query,,2024-12-31T11:51:35.561Z
idn:xccddqdpcc.duckdns.org,xccddqdpcc.duckdns.org,73,37,Splunk - Collective Insights Demo,,Correlation,,"T1566, T1566.002, TA0011",isc:bind:query,,2024-12-31T11:51:35.561Z
idn:zafcelokko.duckdns.org,zafcelokko.duckdns.org,70,34,Splunk - Collective Insights Demo,,Correlation,,"T1566, TA0011, TA0002, TA0001, T1566.002",isc:bind:query,,2024-12-31T11:51:35.561Z
idn:9wr05cu.duckdns.org,9wr05cu.duckdns.org,73,33,Splunk - Collective Insights Demo,,Correlation,,"T1566, T1566.002, TA0011",squid:access,,2024-12-31T11:51:35.561Z
idn:egiocusensa-erv.serveuser.com,egiocusensa-erv.serveuser.com,71,67,Splunk - Collective Insights Demo,,Correlation,,"T1566, T1566.002",squid:access,,2024-12-31T11:51:35.560Z
idn:join-whatsap18.mypi.co,join-whatsap18.mypi.co,69,34,Splunk - Collective Insights Demo,,Correlation,,"T1566.002, T1566",squid:access,,2024-12-31T11:51:35.560Z
