Entity ID,Entity,Risk Score at Detection,Current Risk Score,Source,Description,Detectors,Malware,Mitre Codes,Event Source,Event ID,Detection Time
liDhjr,CVE-2022-24521,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T22:27:06.000Z
KLoKAy,CVE-2013-2555,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T22:26:05.000Z
LE7RFn,CVE-2006-1016,92,82,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T22:25:07.000Z
NXdmXl,CVE-2011-1849,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T22:25:07.000Z
hI1FOm,CVE-2021-25274,75,75,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T22:24:05.000Z
t4Wojq,CVE-2023-51664,66,66,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T22:23:05.000Z
K-0-q-,CVE-2013-0431,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T22:22:05.000Z
K-QSRT,CVE-2013-2465,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T22:22:05.000Z
vJFuDO,CVE-2024-29509,65,67,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T22:21:05.000Z
JLK8-A,CVE-2012-1889,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T22:21:05.000Z
Ti0kS2,CVE-2017-10684,66,67,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T22:20:06.000Z
QIz4Be,CVE-2016-0111,93,83,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T22:19:05.000Z
rkvqbs,CVE-2023-34112,67,67,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T22:19:05.000Z
K94lGF,CVE-2009-2692,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T22:17:05.000Z
VQuRfC,CVE-2018-0860,68,68,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T22:17:05.000Z
hOkPiW,CVE-2021-3321,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T22:16:06.000Z
RDWlxJ,CVE-2016-4182,70,70,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T22:15:07.000Z
Vc2PdT,CVE-2018-0935,93,83,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T22:15:07.000Z
mzqLHV,CVE-2022-32275,97,97,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T22:14:05.000Z
NXHhYN,CVE-2006-6493,92,82,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T22:13:04.000Z
LFQ-wT,CVE-2012-1886,93,87,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T22:13:04.000Z
O4j0we,CVE-2015-2545,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T22:11:05.000Z
Z-Qggo,CVE-2019-2259,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T22:10:07.000Z
KLhIGn,CVE-2013-2094,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T22:10:07.000Z
KLhIGn,CVE-2013-2094,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T22:09:05.000Z
KLbDwI,CVE-2011-0611,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T22:09:05.000Z
nkDiuw,CVE-2022-2750,67,67,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T22:08:05.000Z
K_B5L2,CVE-2011-3544,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T22:08:05.000Z
U1bRmE,CVE-2017-17215,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T22:07:05.000Z
lJiJqT,CVE-2022-20858,68,68,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T22:07:05.000Z
njv91s,CVE-2022-2588,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T22:06:05.000Z
gW6h1n,CVE-2020-11212,66,66,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T22:06:05.000Z
K_20iA,CVE-2011-2462,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T22:05:06.000Z
NaqCPC,CVE-2015-0240,99,89,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T22:05:06.000Z
anSpWz,CVE-2019-1123,66,66,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T22:03:06.000Z
LExkj7,CVE-2013-0445,65,65,Splunk Demo Environment,Default vulnerability risklist,Correlation,,,tenable:sc:vuln,,2025-01-31T22:03:06.000Z
bmjVI,CVE-2010-3333,99,99,Splunk Demo Environment,Default vulnerability risklist,Correlation,,T1588.001,tenable:sc:vuln,,2025-01-31T22:02:04.000Z
